Title,Authors,Abstract,Year,Publisher,Link,Author Keywords
Combining the Unsupervised Discretization Method and the Statistical Machine Learning on the Students' Performance,"Yamasari, Y.; Qoiriah, A.; Rochmawati, N.; Yustanti, W.; Tjahyaningtijas, H.P.A.; Rusimamto, P.W.","the suitability of the data with the method in the process of data mining is very important toincrease the process performance. However, In Educational Data Mining (EDM), not much research has focused on this field. Therefore, this study proposes to combine an unsupervised discretization method called 'equal width interval' and logistic regression as statistical machine learning to improve the performance of the model relating to students' performance. The discretization method is performed on student data with several intervals, namely: 3-interval, 4-interval, and 5-interval. Then,these intervals are combined with logistic regression in two regularizations, namely: lasso and ridge. Evaluation is carried out on all combinations. The experimental results indicate that the highest performance, in terms of the accuracy level, is achieved by the model combining a 3-interval andlogistic regression on all regularization. This combination can increase the model performance based on the average accuracy level of about 4.08-8.49 on the ridge regularization and about 4.28-8.6 on the lasso regularization. © 2020 IEEE.",2020,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096684486&doi=10.1109%2FICVEE50212.2020.9243273&partnerID=40&md5=5ab8b4b939e504de11b8f00549d2b475,
Module for Developing Learning Media Applications for Wireless Networks in Project-Based Microtic Hotspot Materials for Microtic Setup (Configuration) Competency Improvement,"Indriyanti, A.D.; Prehanto, D.R.; Wibawa, S.C.; Prihanto, A.; Sujatmiko, B.; Samastabuana, D.E.; Wibawa, R.P.","Implement project-based learning to improve student competency in managing hotspot configurations on MikroTik in accordance with Y generation characteristics. With the other aim of knowing the feasibility of M-netsys application through assessment instruments from Walker & Hess for media and RISTKDIKTI for materials with scale measurements using assessment scales. The research method used in this research is Research and Development (R & D) using One-Shot Case Study testing strategy with minimum learning completeness ≥ 3.0 or B. This research was conducted in 2015 Wireless Network class with 25 students. The results of the research have been obtained: (1) To improve student competence in setting (configuration) hotspot on MikroTik which according to Y generation characteristics can be done by implementing project-based learning in the learning process through the application of M-netsys learning media supplement. (2) The feasibility of M-netsys learning material with the research instrument from RISTEKDIKTI is stated very strong with the percentage of 84.4%. Meanwhile, the prevalence of M-netsys media through the assessment instrument of Walker & Hess is considered very strong with a percentage of 83.58%. (3) Students' learning outcomes after using M-netsys as many as 25 students completed and expressed classically with 100% percentage. © Published under licence by IOP Publishing Ltd.",2020,IOP Publishing Ltd custserv@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091803569&doi=10.1088%2F1742-6596%2F1569%2F2%2F022017&partnerID=40&md5=85e058ff0957d5590fe9583867d0bc71,
Project-Based Learning as a Subnetting Material Completion in Network Design Studies,"Sujatmiko, B.; Rozaq, F.; Wibawa, S.C.","This research is intended to improve students' learning results in problem solving on Subnetting materials by using learning modules. The research method uses experiments with True Experimental Design in the form of Post-test Only Control Design. This method uses two randomly selected groups to be a control group and an experimental group. The control group was not given treatment, while the experimental group was given treatment. After giving treatment, both groups will be given the post-test to know the learning result from each group. Based on the research findings obtained from the hypothesis test, the average value learning control class is 69.88 and the experimental class is 84.90. Therefore, it can be concluded that the result of Subnetting material problem solving by using Project Based Learning module reach higher learning than the result which is not using Project Based Learning module. © Published under licence by IOP Publishing Ltd.",2020,IOP Publishing Ltd custserv@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091801345&doi=10.1088%2F1742-6596%2F1569%2F2%2F022018&partnerID=40&md5=20e0337a4e6ac45fc7f55556f423a06b,
MATT: A Mobile Assisted Tense Tool for Flexible m-Grammar Learning Based on Cloud-Fog-Edge Collaborative Networking,"Refat, N.; Rahman, M.A.; Asyhari, A.; Kassim, H.; Kurniawan, I.F.; Rahman, M.","The proliferation of modern mobile technologies on grammar learning (i.e., m-grammar learning) has generated a multitude of challenges in developing effective pedagogically-informed learning tools. The existing systems have mostly suffered from low motivation and poor learning effectiveness because of the three key reasons, namely: i) a weak tie to motivational theoretical principles, ii) a lack of proper instructional design, and iii) a lack of proper infrastructural design for data sharing between students and instructors. To deal with this issue, this paper presents MATT: a Mobile-Assisted Tense Tool that encapsulates an m-grammar instructional design leveraging upon cloud-fog-edge collaborative networking. Central to MATT is the incorporation of the Cognitive Theory of Multimedia Learning principles to minimize the extraneous cognitive load and a motivational model to increase motivation and learning effectiveness. To ensure effective instructional design, we exploit adaptive and dynamic approaches embodied in a flexible instructional paradigm that takes advantage of collective learning data exchange across cloud (central unit), fog (regional units) and edge (end devices/learners). To demonstrate the overall effectiveness of this system, we describe our findings in the evaluation of both the learning aspect (using a quantitative research design) and collaborative network performance (using numerical simulation). With an appropriate condition of delay-tolerant network-enabled learning data exchange, the results suggest that the students' cognitive load is low and motivational nature is high after using this system, which led them to perform more positively in the post-test evaluation. © 2013 IEEE.",2020,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084150337&doi=10.1109%2FACCESS.2020.2983310&partnerID=40&md5=6deacca714a59b6f417d1eb84512a6b3,
Simple Additive Weighting algorithm to aid administrator decision making of the underprivileged scholarship,"Indriyanti, A.D.; Prehanto, D.R.; Prismana, I.G.L.E.P.; Soeryanto, S.; Sujatmiko, B.; Fikandda, J.","Underprivileged scholarships are assistance provided by government or institutions to students from poor families. Scholarships can be given to all students at the education level from elementary school to higher education with certain conditions and criteria. However, in reality many scholarships are given that are not on target. This is because of the number of students who register as scholarship recipients. Therefore, it is necessary to have a decision support system in order to aid the selection process. This study aims to find appropriate system to aid the underprivileged scholarship selection. This study proposed a system which was built using PHP for programming languages and using MySQL as its database using the Simple Additive Weighting method. Data is taken from SMK Sultan Agung 1 Jombang. Data is then analyzed and tested using the Blackbox testing method. Results of this research obtained a list of the best ranks of prospective scholarship recipients which are result of processing from system. The results obtained from system will be validated by means of comparisons with manual calculations as in Table 1. The validation results show same results, so that system can be said to be valid and can replace process that is done manually. © Published under licence by IOP Publishing Ltd.",2019,IOP Publishing Ltd,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077811399&doi=10.1088%2F1742-6596%2F1402%2F6%2F066070&partnerID=40&md5=b427dcaa54f4109545769816f5a42b1b,
Immune Genetic Algorithm Optimization and Integration of Logistics Network Terminal Resources,"Wei, W.; Rahman, M.A.; Kurniawan, I.F.; Asyhari, A.; Sadat, S.M.N.; Yao, L.","This paper discusses an optimized method of terminal nodes integration that belongs to two merged and reorganized companies. The optimization process, prioritized under the process of merging and reorganization, is designed in accordance with the rules of economics and charasteristics of express delivery networks. Subsequently, a mathematical model of optimization of terminal networks integration is formulated and tested. According to our experiment results, the resulting cost can be efficiently obtained by choosing the smallest cost from the process outcome. © 2019 IEEE.",2019,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064107456&doi=10.1109%2FIRC.2019.00087&partnerID=40&md5=c74c97f6b1a3951d1da7d1059427c798,
Interactive learning experience-driven smart communications networks for cognitive load management in grammar learning context,"Refat, N.; Rahman, M.A.; Asyhari, A.T.; Kurniawan, I.F.; Bhuiyan, M.Z.A.; Kassim, H.","The widespread adoption of technology-enhanced learning in various knowledge disciplines has pushed forward the development of information technology-assisted media for language learning and teaching. However, most of the existing electronic-learning (e-learning) solutions have underexplored and under-addressed given specific characteristics of grammar learning, which is one of the most demanding areas of language education. The lack of pedagogically informed instructional design to enhance learning performance on the current system can result in low motivation and engagement due to an imbalance and excessive increase of the cognitive load. This paper attempts to address these deficiencies posed by the existing systems by proposing smart communication networks that are driven by the student learning experience to manage cognitive load in the context of grammar learning. The e-grammar learning networks serve as a collaborative learning platform that combines a pedagogically informed instructional model named attention, relevance, confidence, and satisfaction (ARCS) and cyber interaction among teaching/learning agents. From the technological perspective, our numerical simulations demonstrate the desirable performance indicators of the proposed networks to facilitate information exchange and learning. From the education perspective, our empirical studies show that the overall smart network-enabled e-grammar learning system has desirable characteristics to motivate learners ( m = 3.78 ) and manage their overall cognitive load (m = 1.73), which suggest the promising capability of the proposed system. © 2013 IEEE.",2019,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066617486&doi=10.1109%2FACCESS.2019.2915174&partnerID=40&md5=76c98fc9628698d4792419fb169a98a2,
Developing vocational synthetic video motion learning using motor slider,"Wrahatnolo, T.; Wibawa, S.C.; Anifah, L.; Asto Buditjahjanto, I.G.P.; Yustanti, W.","We describe a method for improving the function of the manual slider to be an electrical slider with a technique to enhance the quality, making the effect and removing the undesired camera shakes. The moving of the camera ball head used belt strapped to a motor with a simple electronic circuit using IC regulator LM 317 that can set the speed of moving to the right or left. This study has the objective to help the making of the video e-learning so that the results can be optimized, can reduce the video image shake due to hand power limited, so the video like as professional video. This research using Research and Development Method (R&D). There are 10 steps according to the development of this model, namely the potential and problems, data collection, product design, design validation, design revisions, product testing, product revision, utility testing, product revision, and mass production. However, this study is limited to the following five steps to the first product revision. The conclusion that motor slider is overall valuable and well accepted educational tools to create video motion and the video results can be as video training. © Published under licence by IOP Publishing Ltd.",2018,Institute of Physics Publishing helen.craven@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058301989&doi=10.1088%2F1757-899X%2F434%2F1%2F012269&partnerID=40&md5=022d9227aea96fff72d85e58f904458b,
A Responsive Web-Based QR Code for Laboratory Clearance Form,"Rochmawati, N.; Anistyasari, Y.; Suyatno, D.F.; Kurniawan, I.F.","Engineering faculty of UNESA has a policy for students who will graduate to collect a form called Laboratory Clearance Form. Laboratory Clearance Form is a letter stating that student has no indemnity in labs. To have Laboratory Clearance Form, student should get the signature approval many sub heads of the laboratories in the department. It is a problem if the department has a lot of laboratories. Department of PKK, one of department in UNESA has 21 laboratories so their students should ask each 21 sub head laboratories to sign their forms. The process takes a long time. The second problem is sometimes there are students who cheat at the signatures. To avoid cheating, Laboratory Clearance Form should be completed with QR code. In this paper, we propose the design of the application relating to Laboratory Clearance Form using QR code. This application use framework Bootstrap which supports responsive web technology. By using the framework, the application can be accessed by mobile phone. The outcome is expected a design of application to ease student who will graduate having their Laboratory Clearance Form in the Departments of Engineering faculty of UNESA. © Published under licence by IOP Publishing Ltd.",2018,Institute of Physics Publishing helen.craven@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058330397&doi=10.1088%2F1742-6596%2F1108%2F1%2F012048&partnerID=40&md5=79922ef666eb3765581ddbf9a4d7ef03,
Performance evaluation of history-based and priority-based MAC for traffic-differentiated intra-vehicular network,"Kurniawan, I.F.; Rahman, M.A.; Asyhari, A.T.; Bhuiyan, M.Z.A.","The increasing trend of wireless sensor communications in automotive Intra-Vehicular Network (IVN) has imposed a great pressure on wireless link capacity. This is particularly highlighted by a massive number of automotive sensor devices competing for the same transmission channel, which results in significant packet congestion and delay. As an effort to mitigate this situation, this paper presents a comparative performance study of two existing medium access control (MAC) strategies, namely history-based MAC and priority-based MAC, in handling the traffic growth in the IVN. History-based MAC utilizes latest successful transmission parameters for the current transmission attempt whereas Priority-based MAC regulates each node's communication timing. Our numerical simulation results demonstrate a trade-off between these two schemes in terms of packet queuing delay and delivery rate. The Priority-based scheme, in average, suffers from a high transmission delay due to prioritization, but achieves a high packet delivery rate. On the other hand, the History-based scheme attains a low queuing delay at the expense of less successful transmission attempts per unit time. © 2018 IEEE.",2018,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056861466&doi=10.1109%2FDASC%2FPiCom%2FDataCom%2FCyberSciTec.2018.00121&partnerID=40&md5=61ba41097a155e4310a90adb0d8091ca,
An analysis of Indonesia's information security index: A case study in a public university,"Yustanti, W.; Qoiriah, A.; Bisma, R.; Prihanto, A.","Ministry of Communication and Informatics of the Republic of Indonesia has issued the regulation number 4-2016 about Information Security Management System (ISMS) for all kind organizations. Public university as a government institution must apply this standard to assure its level of information security has complied ISO 27001:2013. This research is a preliminary study to evaluate the readiness of university IT services (case study in a public university) meets the requirement of ISO 27001:2013 using the Indonesia's Information Security Index (IISI). There are six parameters used to measure the level of information security, these are the ICT role, governance, risk management, framework, asset management and technology. Each parameter consists of serial questions which must be answered and convert to a numeric value. The result shows the level of readiness and maturity to apply ISO 27001 standard. © Published under licence by IOP Publishing Ltd.",2018,Institute of Physics Publishing helen.craven@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044423083&doi=10.1088%2F1757-899X%2F296%2F1%2F012038&partnerID=40&md5=ca2c188dbcca7cfc176ca479dcf6894f,
A Polychoric Correlation to Identify the Principle Component in Classifying Single Tuition Fee Capabilities on the Students Socio-Economic Database,"Yustanti, W.; Anistyasari, Y.","The government has issued the regulation number 55 of 2013 about the enactment of a single tuition fee based on the socio-economic conditions of each student. All public universities are required to implement this policy. Therefore, each university needs to create a formulation that can be used to categorize a student into which cost group. The results of the data collection found that the parameters used to determine the classification of tuition fees between one universities with another are different. In this research, taken a sampling of student data at one public university which is using 43 predictor variables and 8 categories of single tuition. The sample data used are socioeconomic data of students of 2016 and 2017 classes received through public university entrance selections. The results of this study reveal that from 43 variables, there are 16 variables which are the most significant in influencing single tuition category with goodness-of-fit index is 0.866. This value means that the proposed model can indicate student's ability to pay the tuition fee. © Published under licence by IOP Publishing Ltd.",2018,Institute of Physics Publishing helen.craven@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041645205&doi=10.1088%2F1757-899X%2F288%2F1%2F012150&partnerID=40&md5=48ecfc99f7dde1f657ad4fe69eec20d4,
Multiple Sensing Application on Wireless Sensor Network Simulation using NS3,"Kurniawan, I.F.; Bisma, R.","Hardware enhancement provides opportunity to install various sensor device on single monitoring node which then enables users to acquire multiple data simultaneously. Constructing multiple sensing application in NS3 is a challenging task since numbers of aspects such as wireless communication, packet transmission pattern, and energy model must be taken into account. Despite of numerous types of monitoring data available, this study only considers two types such as periodic, and event-based data. Periodical data will generate monitoring data follows configured interval, while event-based transmit data when certain determined condition is met. Therefore, this study attempts to cover mentioned aspects in NS3. Several simulations are performed with different number of nodes on arbitrary communication scheme. © Published under licence by IOP Publishing Ltd.",2018,Institute of Physics Publishing helen.craven@iop.org,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040975214&doi=10.1088%2F1742-6596%2F947%2F1%2F012011&partnerID=40&md5=9774b4d90ccf3deadce994589cedee73,
Determining student's single tuition fee category using correlation based feature selection and support vector machine,"Yustanti, W.; Anistyasari, Y.; Imah, E.M.","The government has issued the regulation about the enactment of a single tuition fee based on the socio-economic conditions of each student since 2013. All public universities are required to implement this policy. Therefore, each university needs to create a formulation that can be used to categorize a student into which cost group. The results of the data collection found that the parameters used to determine the classification of tuition fees between one universities with another are different. In this research, taken a sampling of student data at one public university database. Before classifying, the attribute of dataset was selected using correlation based feature selection (CFS). The classifier hath has been used in this study is Support Vector Machine (SVM). © 2017 IEEE.",2017,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050945894&doi=10.1109%2FICACSIS.2017.8355029&partnerID=40&md5=1daa857be718552f52b762b87cc89e5d,
