Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
Yuni Rosita Dewi,i0pkJZoAAAAJ,"Marketing Strategies for Sweet Potato Chips: a Case Study of CV. Mitra Mandiri, Mojokerto",2024,"Jurnal Manajemen Agribisnis dan Agroindustri 4 (1), 5-10, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:M3ejUd6NZC8C,,,,,,i0pkJZoAAAAJ:M3ejUd6NZC8C,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
"Yuni Rosita Dewi, Cendra Devayana Putra",i0pkJZoAAAAJ;XdEn69YAAAAJ,"Sosialisasi Pendidikan Karakter, Pengelolaan Sampah dan Praktik Membuat Pot Guna Mendukung Program Adiwiyata di SMPN 2 Dlanggu Kabupaten Mojokerto",2024,"Dedication: Jurnal Pengabdian Masyarakat 8 (1), 99-108, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:0EnyYjriUFMC,,,,,,i0pkJZoAAAAJ:0EnyYjriUFMC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Benchmarking for improving the quality of quality assurance institutions (LPM) in managing quality standards tri dharma of higher education,2024,"Journal of Management Science (JMAS) 7 (2), 309-316, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:5nxA0vEk-isC,,,,,,i0pkJZoAAAAJ:5nxA0vEk-isC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Edukasi Pengolahan Tanaman Toga Dalam Upaya Peningkatan Ketahanan Pangan Keluarga,2023,"JINGLER: Jurnal Teknik Pengolahan Pertanian 1 (2), 01-08, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:4TOpqqG69KYC,,,,,,i0pkJZoAAAAJ:4TOpqqG69KYC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
"Yuni Rosita Dewi, Cendra Devayana Putra",i0pkJZoAAAAJ;XdEn69YAAAAJ,Penyuluhan Dan Pelatihan Pembuatan Pestisida Bioinsektisida Ramah Lingkungan,2023,"Jurnal Teknologi Pangan dan Ilmu Pertanian 1 (4), 174-178, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:Se3iqnhoufwC,,,,,,i0pkJZoAAAAJ:Se3iqnhoufwC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Application Of Artificial Intelligence (AI) For Hijab Business In Mojokerto Using Sentiment Analysis Method Natural Language Processing (NLP),2023,"Jurnal Ekonomi 12 (3), 1592-1600, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:ufrVoPGSRksC,,,,,,i0pkJZoAAAAJ:ufrVoPGSRksC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Clustering dan penerapannya dalam bioinformatika,2023,"PT Rajawali Buana Pusaka, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:LkGwnXOMwfcC,,,,,,i0pkJZoAAAAJ:LkGwnXOMwfcC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Analisis Usahatani Labu Hannah: Studi Kasus di Desa Bakalan Kecamatan Gondang Kabupaten Mojokerto,2022,"AGRIMAS 6 (2), 56-63, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:W7OEmFMy1HYC,,,,,,i0pkJZoAAAAJ:W7OEmFMy1HYC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Analisis Perbandingan Pendapatan Usahatani Sistem Sewa Pohon Dan Tanam Sendiri Buah Mangga Arum Manis,2022,"AGRIMAS 6 (2), 64-75, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:Tyk-4Ss8FVUC,,,,,,i0pkJZoAAAAJ:Tyk-4Ss8FVUC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Analisis Perbandingan Akurasi Imputasi Data Mean dan Median untuk Data Impor Pupuk,2022,"Agrimas 6 (1), 44-45, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:zYLM7Y9cAGgC,,,,,,i0pkJZoAAAAJ:zYLM7Y9cAGgC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Strategi Pemasaran Tanaman Hias Aglaonema Pada Masa Pandemi Covid-19,2022,"Language 44, 55, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:eQOLeE2rZwMC,,,,,,i0pkJZoAAAAJ:eQOLeE2rZwMC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Gram-Schmidt Orthogonalization for feature ranking and selection-A case study of claim prediction,2020,"Int. J. Mach. learn. Comput. 10 (1), 57-62, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:9yKSN-GCB0IC,,,,,,i0pkJZoAAAAJ:9yKSN-GCB0IC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Feature selection using gram-schmidt orthogonalization for support vector regression–A case study of mortality rate prediction caused by pneumonia,2019,"Journal of Physics: Conference Series 1192 (1), 012004, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:d1gkVwhDpl0C,,,,,,i0pkJZoAAAAJ:d1gkVwhDpl0C,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Analisis akurasi metode seleksi fitur gram-schmidt orthogonalization pada support vector machine untuk big data-studi kasus masalah prediksi klaim= Analyzing accuracy of …,2019,"Fakultas Matematika dan Ilmu Pengetahuan Alam Universitas Indonesia, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:UeHWp8X0CEIC,,,,,,i0pkJZoAAAAJ:UeHWp8X0CEIC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,Inteligent tutoring system untuk identifikasi tingkat pemahaman materi fungsi siswa SMP kelas VIII,2017,"Universitas Negeri Malang, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:u-x6o8ySG0sC,,,,,,i0pkJZoAAAAJ:u-x6o8ySG0sC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
Yuni Rosita Dewi,i0pkJZoAAAAJ,"MOTIF PEKERJAAN SAMPINGAN BAGI PETANI SAWAH TADAH HUJAN DI DESA WRINGINANOM, KECAMATAN TONGAS, KABUPATEN PROBOLINGGO",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i0pkJZoAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=i0pkJZoAAAAJ:WF5omc3nYNoC,,,,,,i0pkJZoAAAAJ:WF5omc3nYNoC,i0pkJZoAAAAJ,"Yuni Rosita Dewi, S.Si., M.Si.",scholar,
"Heri Purnawan, Belgis Ainatul Iza",5uDKOUMAAAAJ;Y4YoRwUAAAAJ,Uncertainty-Aware Kalman Filtering via Intrusive Polynomial Chaos for Disturbance Estimation,2025,"ZERO: Jurnal Sains, Matematika dan Terapan 9 (3), 991-1003, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:4TOpqqG69KYC,,,,,,5uDKOUMAAAAJ:4TOpqqG69KYC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Real-time differentiation from noisy data using a sliding mode-based method with low-pass filtering,2025,"Fidelity: Jurnal Teknik Elektro 7 (2), 141-149, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:_kc_bZDykSQC,,,,,,5uDKOUMAAAAJ:_kc_bZDykSQC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Pelatihan Plc Outseal Dan Scada Haiwell Di Smk Negeri 1 Lamongan,2024,"Jurnal Pengabdian Masyarakat Khatulistiwa 7 (2), 112-118, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:Zph67rFs4hoC,,,,,,5uDKOUMAAAAJ:Zph67rFs4hoC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Desain Disturbance Observer-Based Stochastic Model Predictive Control Untuk Sistem Dengan Ketidakpastian Parameter Dan Gangguan,2024,"Institut Teknologi Sepuluh Nopember, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:3fE2CSJIrl8C,,,,,,5uDKOUMAAAAJ:3fE2CSJIrl8C,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Reference Tracking of Quadrotor Using Modified Nonlinear Model Predictive Control Based on Nonlinear Disturbance Observer,2023,"International Conference on Mathematics: Pure, Applied and Computation, 87-104, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:MXK_kJrjxJIC,,,,,,5uDKOUMAAAAJ:MXK_kJrjxJIC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
"Heri Purnawan, Muhammad Fajar Wahyudi Rahman",5uDKOUMAAAAJ;dfwr-2YAAAAJ,Optimal Control with Treatment and Water Sanitation for Cholera Epidemic Model,2023,"EKSAKTA: Berkala Ilmiah Bidang MIPA 23 (03), 373-381, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:ufrVoPGSRksC,,,,,,5uDKOUMAAAAJ:ufrVoPGSRksC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Moving Horizon State Estimation for Linear System with Application to Autonomous Vehicle,2023,"InPrime: Indonesian Journal of Pure and Applied Mathematics 5 (1), 47-59, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:Se3iqnhoufwC,,,,,,5uDKOUMAAAAJ:Se3iqnhoufwC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,"Tingkat Depresi, Stres, dan Kecemasan Mahasiswa Teknik Elektro selama Pembelajaran Daring",2023,"Tarbiyah Wa Ta'lim: Jurnal Penelitian Pendidikan dan Pembelajaran 10, 1-11, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:WF5omc3nYNoC,,,,,,5uDKOUMAAAAJ:WF5omc3nYNoC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Barisan Aritmetika Bertingkat dengan Menggunakan Interpolasi Lagrange,2022,"Limits: Journal of Mathematics and Its Applications 19 (2), 145-154, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:YsMSGLbcyi4C,,,,,,5uDKOUMAAAAJ:YsMSGLbcyi4C,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Study on the Problems of Particle Dynamics and Rigid Bodies (Mechnical Engineering Field) and Electrical Circuits (Electrical Engineering),2022,"Proceeding International Conference on Environment Health, Socioeconomic and …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:_FxGoFyzp5QC,,,,,,5uDKOUMAAAAJ:_FxGoFyzp5QC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Positioning Estimation of Autonomous Car using Extended Kalman Filter,2022,"1st ICEHST 1 (02), 1-8, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:Y0pCki6q_DkC,,,,,,5uDKOUMAAAAJ:Y0pCki6q_DkC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Optimal Control in a Mathematical Model of Smoking.,2021,"Journal of Mathematical & Fundamental Sciences 53 (3), 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:Tyk-4Ss8FVUC,,,,,,5uDKOUMAAAAJ:Tyk-4Ss8FVUC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Disturbance Compensating Model Predictive Control untuk Kendali Gerak Kapal Perang dengan Misi Penembakan Misil,2018,"Institut Teknologi Sepuluh Nopember, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:ULOm3_A8WrAC,,,,,,5uDKOUMAAAAJ:ULOm3_A8WrAC,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Heri Purnawan,5uDKOUMAAAAJ,Desain sistem kendali linear quadratic regulator (LQR) untuk stabilan terbang LSU-05,2015,"Institut Teknologi Sepuluh Nopember, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5uDKOUMAAAAJ:d1gkVwhDpl0C,,,,,,5uDKOUMAAAAJ:d1gkVwhDpl0C,5uDKOUMAAAAJ,"Dr. Heri Purnawan, S.Si., M.Si.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Penerapan Pembelajaran kooperatif tipe investigasi kelompok untuk meningkatkan kemampuan pemecahan masalah matematika siswa pada materi persamaan garis lurus,2016,"Infinity Journal 5 (1), 15-24, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:u5HHmVD_uO8C,,,,,,b4_EdJYAAAAJ:u5HHmVD_uO8C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Evaluasi Pengaruh Kinerja Mandor Terhadap Kualitas Pekerjaan Pembangunan Gedung Di Kabupaten Malang,2018,"INFOMANPRO 7 (2), 1-12, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:_kc_bZDykSQC,,,,,,b4_EdJYAAAAJ:_kc_bZDykSQC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Penggunaan Teknologi Reproduksi Bantu (Assistive Reproductive Technology) Dan Implikasinya Terhadap Kesehatan Reproduksi Dalam Pandangan Islam,2021,"Analisis: Jurnal Studi Keislaman 21 (1), 183-202, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:-f6ydRqryjwC,,,,,,b4_EdJYAAAAJ:-f6ydRqryjwC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,The transformation of Islamic education in a disruptive era: Is it a necessity,2021,"ICIS 2020: Proceedings of the 2nd International Conference on Islamic …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:2osOgNQ5qMEC,,,,,,b4_EdJYAAAAJ:2osOgNQ5qMEC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Improved transmission of LoRaWAN in terrestrial networks and satellite assist communication,2025,"2025 4th International Conference on Electronics Representation and …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:aqlVkmm33-oC,,,,,,b4_EdJYAAAAJ:aqlVkmm33-oC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Performance Evaluation of LoRa 923 MHz for the Internet of Things,2024,"2024 IEEE 10th Information Technology International Seminar (ITIS), 30-34, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:MXK_kJrjxJIC,,,,,,b4_EdJYAAAAJ:MXK_kJrjxJIC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,A learning trajectory for developing computational thinking in prospective mathematics teachers through Python programming in Google Colab,2025,"Alifmatika: jurnal pendidikan dan pembelajaran matematika 7 (1), 34-52, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:ULOm3_A8WrAC,,,,,,b4_EdJYAAAAJ:ULOm3_A8WrAC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Moh. Khoridatul Huda, Ronggo Alit",b4_EdJYAAAAJ;fkxhjZ4AAAAJ,Desain Sistem Informasi Geografis (GIS) untuk Pengelolan Infrastruktur Telekomunikasi di Daerah Terpencil,2024,"Universitas Muhammadiyah Palu, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:0EnyYjriUFMC,,,,,,b4_EdJYAAAAJ:0EnyYjriUFMC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,"Transformasi Spiritual: Inovasi, Peremajaan dan Pengembangan Fasilitas Tempat Ibadah di Asrama Bukit Pracha Uppatham dan Buketamong School Thailand",2024,"At-Tamkin: Jurnal Pengabdian Kepada Masyarakat, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:ufrVoPGSRksC,,,,,,b4_EdJYAAAAJ:ufrVoPGSRksC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Moh. Khoridatul Huda, Rifqi Firmansyah",b4_EdJYAAAAJ;sHANI1gAAAAJ,Pengaruh Problem Based Learning terhadap Kemampuan Bernalar Kritis Siswa Sekolah Dasar,2024,"Sekolah Tinggi Agama Islam Taruna Surabaya, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:W7OEmFMy1HYC,,,,,,b4_EdJYAAAAJ:W7OEmFMy1HYC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Moh. Khoridatul Huda, Mustaji",b4_EdJYAAAAJ;zDgqPOsAAAAJ,PERSEPSI Mahasiswa Terhadap Integrasi Nilai-Nilai Islam Dan Teknologi Dalam Pendidikan Damai Di Era Digital,2025,"International Seminar On Islamic Education & Peace 5, 103-115, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:IWHjjKOFINEC,,,,,,b4_EdJYAAAAJ:IWHjjKOFINEC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,"Optimalisasi Fungsi Mushola Melalui Partisipasi Masyarakat: Implementasi Program Kebersihan Dan Edukasi Di Desa Dusonyo, Thailand",2025,"Jurnal Edukasi Pengabdian Masyarakat 4 (3), 318-325, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:QIV2ME_5wuYC,,,,,,b4_EdJYAAAAJ:QIV2ME_5wuYC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Moh. Khoridatul Huda, Rifqi Firmansyah",b4_EdJYAAAAJ;sHANI1gAAAAJ,"Penghijauan Lahan Kosong Berbasis Partisipatif Menuju Ekosistem Berkelanjutan Di Desa Dusongyo, Narathiwat, Thailand",2025,"InEJ: Indonesian Engagement Journal 6 (1), 1-12, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:4DMP91E08xMC,,,,,,b4_EdJYAAAAJ:4DMP91E08xMC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,IMPLEMENTASI PROGRAM TAHFIDZUL QUR'AN DALAM MENINGKATKAN KECERDASAN SPIRITUAL SISWI MTS AL-JIHADUL CHAKIM GONDANG MOJOKERTO,2025,"YASIN Учредители: Darul Yasin Al Sys 5 (1), 271-285, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:ZeXyd9-uunAC,,,,,,b4_EdJYAAAAJ:ZeXyd9-uunAC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Rifqi Firmansyah, Moh. Khoridatul Huda",b4_EdJYAAAAJ;sHANI1gAAAAJ,Peningkatan Kualitas Hidup Masyarakat Desa Sukoraharjo Melalui Edukasi Kesehatan Dan Sanitasi,2024,"Jurnal Edukasi Literasi Masyarakat 1 (1), 39-43, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:LkGwnXOMwfcC,,,,,,b4_EdJYAAAAJ:LkGwnXOMwfcC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Pendidikan Matematika,2026,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:mB3voiENLucC,,,,,,b4_EdJYAAAAJ:mB3voiENLucC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Integrasi Nilai-Nilai Islam Dan Literasi Digital Dalam Membangun Budaya Damai Di Kalangan Mahasisiwa,2025,"International Seminar On Islamic Education & Peace 5, 725-736, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:hC7cP41nSMkC,,,,,,b4_EdJYAAAAJ:hC7cP41nSMkC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Penerapan Model Pembelajaran Project Based Learning Untuk Meningkatkan Pemahaman Konsep Rantai Makanan Pada Siswa Kelas V Pada Mata Pelajaran Ipas Materi Ekosistem Di MI …,2025,"International Seminar On Islamic Education & Peace 5, 334-342, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:qUcmZB5y_30C,,,,,,b4_EdJYAAAAJ:qUcmZB5y_30C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
