ID Sinta,Nama Dosen,Judul Penelitian,Ketua Penelitian,Sumber Dana,Anggota Penelitian,Tahun,Besar Dana,Status,Sumber
74469,Pradini Puspitaningayu,PLATFORM EDUKASI BERBASIS ROBOT OMNIWHEEL UNTUK PEMBELAJARAN KINEMATIKA,Sayyidul Aulia Alamsyah,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Pradini Puspitaningayu; Ibrohim,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,STUDI KOMPARASI AKTIVITAS KARDIOVASKULAR DENGAN WEARABLE HEART RATE MONITOR ANTARA PELAJAR DI INDONESIA DAN JEPANG,Pradini Puspitaningayu,PENELITIAN FT ( PENELITIAN FT ),Agus Wiyono; Lusia Rakhmawati; Aries Dwi Indriyanti; I Made Suartana,2024,Rp. 150.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,PENGEMBANGAN SAMSAK DIGITAL (IFORCEPAD) UNTUK MENGETAHUI PERFORMA ATLET TERINTEGRASI SISTEM KECERDASAN BUATAN,Agung Prijo Budijono,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Pradini Puspitaningayu; Wahyu Dwi Kurniawan; Awang Firmansyah; Susi Tri Umaroh,2024,Rp. 75.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,STRATEGI BRANDING DAN PENYEMPURNAAN SISTEM ELEKTRONIK PADA PLATFORM PEMBELAJARAN ROBOT AND HUMAN INTERACTION MODULE FOR LEARNING ACTIVITIES (RHI-MOLA) SEBAGAI MEDIA PEMBELAJARAN INOVATIF BERBASIS ROBOTIKA,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Pradini Puspitaningayu; L. Endah Cahya Ningrum; Parama Diptya Widayaka; Sayyidul Aulia Alamsyah,2024,Rp. 75.000.000,Approved,INTERNAL SOURCE
74469,Pradini Puspitaningayu,"Wide Band  Wearable Antenna dengan Struktur Metasurface untuk Aplikasi medik, sport dan IoT",Nurhayati,Penelitian Kompetitif Nasional ( PT-JH ),Pradini Puspitaningayu; Oce Wiriawan; Brian Raafi'u,2023,Rp. 186.100.000,Approved,BIMA SOURCE
74469,Pradini Puspitaningayu,SISTEM MONITORING MICROGRID UNTUK KESELAMATAN DAN EFISIENSI LISTRIK,Pradini Puspitaningayu,RISET KOLABORASI INDONESIA ( RKI ),,2023,Rp. 75.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,PENGEMBANGAN TRAINER KIT SENSOR DAN AKTUATOR DAN MODUL AJAR BERBASIS PROJECT BASE LEARNING UNTUK MENINGKATKAN KEMAMPUAN MAHASISWA TEKNIK ELEKTRO UNESA,Farid Baskoro,PENELITIAN FT ( PENELITIAN FT ),Unit Three Kartini; Miftahur Rohman; Subuh Isnur Haryudo,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,MULTIBAND MIMO PATCH RECTENNA UNTUK ENERGY HARVESTING        GELOMBANG RADIO,Nurhayati,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Lilik Anifah; Miftahur Rohman,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,STUDI PENELUSURAN ALUMNI SEBAGAI UPAYA PENJAMINAN MUTU SARJANA TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,Lusia Rakhmawati,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Miftahur Rohman,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,PENGEMBANGAN TRAINING KIT SOLAR CELL ON GRID  SYSTEM DENGAN PENDEKATAN PROJECT-BASED LEARNING UNTUK PENINGKATAN KOMPETENSI MAHASISWA TEKNIK ELEKTRO,Subuh Isnur Haryudo,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Farid Baskoro; Miftahur Rohman; Unit Three Kartini,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,PENGEMBANGAN LEMBAR KEGIATAN PESERTA DIDIK BERBASIS LABORATORIUM VIRTUAL UNTUK MELATIH BERFIKIR KOMPUTASIONAL MAHASISWA,Lusia Rakhmawati,PENELITIAN KOMPETITIF FT ( PENELITIAN DASAR (FT) ),"Miftahur Rohman, St., Mt; Achmad Imam Agung; Roswina Dianawati",2022,Rp. 15.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,STUDI PENELUSURAN TERHADAP ALUMNI PROGRAM STUDI S1 TEKNIK ELEKTRO JURUSAN TEKNIK ELEKTRO FAKULTAS TEKNIK UNIVERSITAS NEGERI SURABAYA LULUSAN TAHUN 2019 DAN 2020,"Miftahur Rohman, St., Mt",PENUGASAN FT 2021 ( PENELITIAN KEBIJAKAN FAKULTAS FT 2021 ),Nur Kholis,2021,Rp. 15.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,KEMAMPUAN BERFIKIR KRITIS  DAN KREATIF MAHASISWA PADA MATAKULIAH  ELEKTRONIKA DIGITAL DITINJAU DARI  KESETARAAN GENDER,Munoto,PENUGASAN FT 2021 ( PENELITIAN KEBIJAKAN FAKULTAS FT 2021 ),Farid Baskoro; Meini Sondang Sumbawati; Miftahur Rohman,2021,Rp. 20.000.000,Approved,INTERNAL SOURCE
6706092,Miftahur Rohman,STUDI PENELUSURAN TERHADAP ALUMNI PROGRAM STUDI  S1 TEKNIK ELEKTRO JURUSAN TEKNIK ELEKTRO  FAKULTAS TEKNIK UNIVERSITAS NEGERI SURABAYA,Nur Kholis,PENELITIAN KOMPETITIF KEBIJAKAN FAKULTAS FT 2020 ( PENELITIAN KEBIJAKAN FAKULTAS/JURUSAN FT ),"Miftahur Rohman, St., Mt; L. Endah Cahya Ningrum; Aditya Chandra Hermawan",2020,Rp. 15.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,Samsak Cerdas Berbasis Artificial Intelegence untuk Membantu Analisis Performansi dan Progres Latihan Atlet Pencak Silat,Lilik Anifah,Penelitian Kompetitif Nasional ( PFR ),Nurhayati; Muhamad Syariffuddien Zuhrie; Puput Wanarti Rusimamto,2024,Rp. 132.010.000,Approved,BIMA SOURCE
74415,Lilik Anifah,RANCANG BANGUN ALAT  MONITORING KUALITAS AIR TAMBAK MENGUNAKAN MODUL GSM SECARA REALTIME,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,PENELITIAN FT ( PENELITIAN FT ),Lusia Rakhmawati; I Gusti Putu Asto Buditjahjanto; Bambang Suprianto; Lilik Anifah,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,PENINGKATAN KEMAMPUAN MERANCANG RANGKAIAN KONTROL MOTOR INDUKSI 3 FASE MENGGUNAKAN SOFFTWARE AUTOMATION STUDIO BAGI MAHASISWA TEKNIK ELEKTRO,Endryansyah,PENELITIAN FT ( PENELITIAN FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,MICROSLEEP DETECTION PADA PENGENDARA MOBIL MENGGUNAKAN ARTIFICIAL INTELEGENCE,Lilik Anifah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Nurhayati; Muhamad Syariffuddien Zuhrie,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,INTELEGENCE PATTERN RECOGNITION KUALITAS MINYAK JELANTAH MENGGUNAKAN SUPERVISED LEARNING BERBASIS ELECTRONIC SENSE,Lilik Anifah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Parama Diptya Widayaka; Puput Wanarti Rusimamto,2024,Rp. 46.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,MULTIBAND MIMO PATCH RECTENNA UNTUK ENERGY HARVESTING        GELOMBANG RADIO,Nurhayati,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Lilik Anifah; Miftahur Rohman,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,PERANCANGAN AUREL'S (AUTISM ROBOTICS EXPERIENCE FOR LEARNER'S) DENGAN KECERDASAN BUATAN BERBASIS DEEP LEARNING UNTUK ANAK PENGIDAP AUTISM PERVASIVE DEVELOPMENT DISORDER,Muhamad Syariffuddien Zuhrie,KOMPETITIF UNIVERSITAS ( 2023 PENELITIAN KOMPETITIF (LPPM) ),Lilik Anifah; Puput Wanarti Rusimamto,2023,Rp. 50.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,HILIRISASI DAN KOMERSIALISASI AUTOMATIC PATIENT BED (AP-BED) SEBAGAI SOLUSI MUDAH PERAWATAN PASIEN,Dzulkiflih,MATCHING FUND ( MATCHING FUND BATCH I GEL. 1 ),R.a. Sista Paramita; Lilik Anifah,2023,Rp. 240.020.138,Approved,INTERNAL SOURCE
74415,Lilik Anifah,PERANCANGAN THE AUROBOT’S (THE AUTISM OF ROBOT THERAPY) BERBASIS INTERNET OF THINGS SEBAGAI SALAH SATU METODE INTERVENSI DINI BAGI ANAK DENGAN GANGGUAN PERKEMBANGAN PERVASIF,Puput Wanarti Rusimamto,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN PUSAT UNGGULAN IPTEK (PUI) (LPPM) ),Muhamad Syariffuddien Zuhrie; Lilik Anifah,2023,Rp. 50.000.000,Approved,INTERNAL SOURCE
74415,Lilik Anifah,PURWARUPA ROBOT AND HUMAN INTERACTION MODULE FOR LEARNING ACTIVITIES (RHI-MOLA) SEBAGAI MEDIA PEMBELAJARAN DI BIDANG ROBOTIKA DALAM MENINGKATKAN KREATIFITAS DAN KOMPETENSI SISWA,Parama Diptya Widayaka,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN PENGEMBANGAN PRODUK INOVASI (LPPM) ),Ayusta Lukita Wardani; Sayyidul Aulia Alamsyah; Lilik Anifah,2023,Rp. 100.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,RANCANG BANGUN ALAT  MONITORING KUALITAS AIR TAMBAK MENGUNAKAN MODUL GSM SECARA REALTIME,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,PENELITIAN FT ( PENELITIAN FT ),Lusia Rakhmawati; I Gusti Putu Asto Buditjahjanto; Bambang Suprianto; Lilik Anifah,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,PENINGKATAN KEMAMPUAN MERANCANG RANGKAIAN KONTROL MOTOR INDUKSI 3 FASE MENGGUNAKAN SOFFTWARE AUTOMATION STUDIO BAGI MAHASISWA TEKNIK ELEKTRO,Endryansyah,PENELITIAN FT ( PENELITIAN FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,PEMANFAATAN  SMART SECURITY HOME BERBASIS INTERNET OF THINGS (IOT),Meini Sondang Sumbawati,PENELITIAN PENUGASAN SPS ( 2023 PENELITIAN SPS ),Achmad Imam Agung; Ekohariadi; Theodorus Wiyanto Wibowo; Bambang Suprianto; Dewanto,2023,Rp. 40.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,RANCANG ALAT ELECTRIC MUSCLE STIMULATION UNTUK MENINGKATKAN MUSCLE STRENGTH EKSTREMITAS TUBUH BAGIAN ATAS DAN BAWAH,Nining Widyah Kusnanik,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN PUSAT UNGGULAN IPTEK (PUI) (LPPM) ),Bambang Suprianto; Farid Baskoro,2023,Rp. 40.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,PENINGKATAN KOMPETENSI PERANCANGAN SISTEM KONTROL ELEKTROPNEUMATIK MAHASISWA TEKNIK ELEKTRO UNESA MENGGUNAKAN MEDIA AUTOMATION STUDIO,Endryansyah,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Lilik Anifah; Nurhayati; Bambang Suprianto,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,AC DC CONVERTER TIGA PHASE IGBT  BERBASIS VOLTAGE SOURCED CONVERTER,Bambang Suprianto,PENELITIAN KOMPETITIF FT ( PENELITIAN DASAR (FT) ),Yulia Fransisca; Tri Wrahatnolo,2022,Rp. 15.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,OPTIMALISASI PREDIKSI RADIASI MATAHARI MENGGUNAKAN HYBRID MODEL K-NN DAN MODIFIKASI DECOMPOSITION NEURAL NETWORK,Unit Three Kartini,PENELITIAN KOMPETITIF PASCASARJANA ( PENELITIAN DASAR (PASCASARJANA) ),Lilik Anifah; I Gusti Putu Asto Buditjahjanto; Nurhayati; Bambang Suprianto,2022,Rp. 25.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,MODEL STUKTURAL METAKOGNISI DALAM PEMBELAJARAN DARING PADA   MASA PANDEMI COVID-19,Tri Wrahatnolo,PENUGASAN FT 2021 ( PENELITIAN KEBIJAKAN FAKULTAS FT 2021 ),Bambang Suprianto; Yulia Fransisca,2021,Rp. 15.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,MEDIA PEMBELAJARAN INOVATIF: PENGEMBANGAN TRAINER SMART HOME BERBASIS VOICE RECOGNITION,Tri Rijanto,PENUGASAN PASCASARJANA 2021 ( PENELITIAN DASAR ),Bambang Suprianto; Irma Russanti,2021,Rp. 25.000.000,Approved,INTERNAL SOURCE
5993291,Bambang Suprianto,MEDIA PEMBELAJARAN INOVATIF: PENGEMBANGAN TRAINER SMART HOME BERBASIS VOICE RECOGNITION,Tri Rijanto,PENUGASAN PASCASARJANA 2021 ( PENELITIAN DASAR ),Bambang Suprianto; Irma Russanti,2021,Rp. 25.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,PLATFORM EDUKASI BERBASIS ROBOT OMNIWHEEL UNTUK PEMBELAJARAN KINEMATIKA,Sayyidul Aulia Alamsyah,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Pradini Puspitaningayu; Ibrohim,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,RANCANG BANGUN SISTEM NAVIGASI OTONOM KENDARAAN LISTRIK UNTUK PENYANDANG DISABILITAS,I Gusti Putu Asto Buditjahjanto,PENELITIAN FT ( PENELITIAN FT ),Sayyidul Aulia Alamsyah; Maspiyah,2024,Rp. 30.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,STRATEGI BRANDING DAN PENYEMPURNAAN SISTEM ELEKTRONIK PADA PLATFORM PEMBELAJARAN ROBOT AND HUMAN INTERACTION MODULE FOR LEARNING ACTIVITIES (RHI-MOLA) SEBAGAI MEDIA PEMBELAJARAN INOVATIF BERBASIS ROBOTIKA,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Pradini Puspitaningayu; L. Endah Cahya Ningrum; Parama Diptya Widayaka; Sayyidul Aulia Alamsyah,2024,Rp. 75.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,MODEL PREDIKSI DAYA LISTRIK PEMBANGKIT LISTRIK  PHOTOVOLTAIC ON GRID DENGAN LONG SORT TERM MEMORY,Unit Three Kartini,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Parama Diptya Widayaka; Sayyidul Aulia Alamsyah; Muhaji,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,PENGEMBANGAN 2-DOF ROBOT ARM MANIPULATOR SEBAGAI MEDIA PEMBELAJARAN MATAKULIAH ROBOT INDUSTRI DI TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,Parama Diptya Widayaka,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Pradini Puspitaningayu; Sayyidul Aulia Alamsyah; Ibrohim,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,PENGEMBANGAN MODEL DECOMPOSITION LONG SORT TERM MEMORY UNTUK PREDIKSI SOLAR IRRADIANCE GUNA MENINGKATKAN ECONOMIC VALUE ADDED SKALA RUMAH TANGGA DENGAN PEMBANGKIT PHOTOVOLTAIC ON GRID,Unit Three Kartini,KOMPETITIF UNIVERSITAS ( 2023 PENELITIAN KOMPETITIF (LPPM) ),Sayyidul Aulia Alamsyah; Priyo Heru Adiwibowo; Hariyati,2023,Rp. 25.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,PURWARUPA ROBOT AND HUMAN INTERACTION MODULE FOR LEARNING ACTIVITIES (RHI-MOLA) SEBAGAI MEDIA PEMBELAJARAN DI BIDANG ROBOTIKA DALAM MENINGKATKAN KREATIFITAS DAN KOMPETENSI SISWA,Parama Diptya Widayaka,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN PENGEMBANGAN PRODUK INOVASI (LPPM) ),Ayusta Lukita Wardani; Sayyidul Aulia Alamsyah; Lilik Anifah,2023,Rp. 100.000.000,Approved,INTERNAL SOURCE
6839017,Sayyidul Aulia Alamsyah,PENGEMBANGAN SISTEM MONITORING PUSH UP BERBASIS ESP32 DENGAN SENSOR JARAK UNTUK ANALISA PERFORMA SECARA REAL-TIME,Afif Rusdiawan,PENELITIAN KOMPETITIF (LPPM) ( PENELITIAN PENGEMBANGAN PRODUK INOVASI (LPPM) ),Catur Supriyanto; Raden Roro Hapsari Peni Agustin Tjahyaningtijas; Sayyidul Aulia Alamsyah,2023,Rp. 50.000.000,Approved,INTERNAL SOURCE
6644884,Wahyu Sasongko Putro,STUDI KARAKTERISTIK BADAI SIKLON TROPIS DI PESISIR PANTAI BARAT LAMPUNG MENGGUNAKAN DVORAK TECHNIQUE UNTUK APLIKASI SISTEM PENGAMAN DI PROPELLER WIND TURBIN,Wahyu Sasongko Putro,HIBAH PENELITIAN ITERA 2018 ( DASAR ),Rico Aditia Prahmana; Mahardika Yoga Darmawan; Hadi Teguh Yudistira,2018,Rp. 19.900.000,Approved,INTERNAL SOURCE
6644884,Wahyu Sasongko Putro,IDENTIFIKASI KARAKTERISTIK DAN “ATMOSPHERIC POTENTIAL DRIVERS” CURAH HUJAN SUMATERA,Wirid Birastri,HIBAH PENELITIAN ITERA 2018 ( DASAR ),Wahyu Sasongko Putro,2018,Rp. 20.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,Analisis Komparatif Sistem Keselamatan Kebakaran Gedung Berbasis Naïve Bayes dan Fuzzy Logic,Ria Rismayati,Penelitian Kompetitif Nasional ( PDP/Dosen Pemula ),Parama Diptya Widayaka; Suriyati,2025,Rp. 42.170.000,Approved,BIMA SOURCE
6777006,Parama Diptya Widayaka,INTELEGENCE PATTERN RECOGNITION KUALITAS MINYAK JELANTAH MENGGUNAKAN SUPERVISED LEARNING BERBASIS ELECTRONIC SENSE,Lilik Anifah,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Parama Diptya Widayaka; Puput Wanarti Rusimamto,2024,Rp. 46.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,Sistem Cerdas berbasiskan Case Base Reasoning untuk Mengidentifikasi Tingkat Stres Terhadap Kondisi Level Lingkungan Fisik Pembelajaran Menggunakan Internet of Things,I Gusti Putu Asto Buditjahjanto,Penelitian Kompetitif Nasional ( PFR ),Naim Rochmawati; Parama Diptya Widayaka,2024,Rp. 142.600.000,Approved,BIMA SOURCE
6777006,Parama Diptya Widayaka,PLATFORM EDUKASI BERBASIS ROBOT OMNIWHEEL UNTUK PEMBELAJARAN KINEMATIKA,Sayyidul Aulia Alamsyah,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Pradini Puspitaningayu; Ibrohim,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,PREDIKSI JANGKA PENDEK RADIASI MATAHARI GLOBAL BERDASARKAN IKLIM DATA DENGAN DEEP LEARNING F-MULTI CRITERIA DECISION MAKING HYBRID MODELS,Unit Three Kartini,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Lusia Rakhmawati; Nurhayati,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,STRATEGI BRANDING DAN PENYEMPURNAAN SISTEM ELEKTRONIK PADA PLATFORM PEMBELAJARAN ROBOT AND HUMAN INTERACTION MODULE FOR LEARNING ACTIVITIES (RHI-MOLA) SEBAGAI MEDIA PEMBELAJARAN INOVATIF BERBASIS ROBOTIKA,Raden Roro Hapsari Peni Agustin Tjahyaningtijas,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Pradini Puspitaningayu; L. Endah Cahya Ningrum; Parama Diptya Widayaka; Sayyidul Aulia Alamsyah,2024,Rp. 75.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,PENGEMBANGAN SISTEM PENGAMATAN PERFORMA KARDIOVASKULAR BERBASIS WEB DENGAN WEARABLE HEART RATE MONITOR,Pradini Puspitaningayu,KOMPETITIF UNIVERSITAS ( PENELITIAN KOMPETITIF (LPPM) ),Ananda Perwira Bakti; I Made Suartana; Afif Rusdiawan; Donny Ardy Kusuma; Parama Diptya Widayaka,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,MODEL PREDIKSI DAYA LISTRIK PEMBANGKIT LISTRIK  PHOTOVOLTAIC ON GRID DENGAN LONG SORT TERM MEMORY,Unit Three Kartini,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Parama Diptya Widayaka; Sayyidul Aulia Alamsyah; Muhaji,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,PENGEMBANGAN 2-DOF ROBOT ARM MANIPULATOR SEBAGAI MEDIA PEMBELAJARAN MATAKULIAH ROBOT INDUSTRI DI TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,Parama Diptya Widayaka,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Pradini Puspitaningayu; Sayyidul Aulia Alamsyah; Ibrohim,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6777006,Parama Diptya Widayaka,Sistem Cerdas berbasiskan Case Base Reasoning untuk Mengidentifikasi Tingkat Stres Terhadap Kondisi Level Lingkungan Fisik Pembelajaran Menggunakan Internet of Things,I Gusti Putu Asto Buditjahjanto,Penelitian Kompetitif Nasional ( PFR ),Naim Rochmawati; Parama Diptya Widayaka,2023,Rp. 81.000.000,Approved,BIMA SOURCE
6010049,Unit Three Kartini,PREDIKSI JANGKA PENDEK RADIASI MATAHARI GLOBAL BERDASARKAN IKLIM DATA DENGAN DEEP LEARNING F-MULTI CRITERIA DECISION MAKING HYBRID MODELS,Unit Three Kartini,PENELITIAN FT ( PENELITIAN FT ),Parama Diptya Widayaka; Lusia Rakhmawati; Nurhayati,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGEMBANGAN TRAINER KIT SENSOR DAN AKTUATOR DAN MODUL AJAR BERBASIS PROJECT BASE LEARNING UNTUK MENINGKATKAN KEMAMPUAN MAHASISWA TEKNIK ELEKTRO UNESA,Farid Baskoro,PENELITIAN FT ( PENELITIAN FT ),Unit Three Kartini; Miftahur Rohman; Subuh Isnur Haryudo,2024,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,MEDIASI GOOD UNIVERSITY GOVERNANCE TERHADAP HUBUNGAN ANTARA INTELLCTUAL CAPITAL DAN KINERJA UNIVERSITAS PTNBH DI JAWATIMUR,Hariyati,KOMPETITIF UNIVERSITAS ( PENELITIAN PENUGASAN (LPPM) ),Eko Wahjudi; Unit Three Kartini,2024,Rp. 50.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,HUBUNGAN PENJAMINAN MUTU INTERNAL DENGAN LEARNING OUTCOMES DI SEKOLAH PASCASARJANA UNIVERSITAS NEGERI SURABAYA,Fajar Arianto,PENELITIAN FAKULTAS (PASCASARJANA/SPS) ( PENELITIAN FAKULTAS (PASCASARJANA/SPS) ),Rina Harimurti; Unit Three Kartini; Hasan Subekti; Afifan Yulfadinata; Dian Anita Nuswantara,2024,Rp. 20.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,MODEL PREDIKSI DAYA LISTRIK PEMBANGKIT LISTRIK  PHOTOVOLTAIC ON GRID DENGAN LONG SORT TERM MEMORY,Unit Three Kartini,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Parama Diptya Widayaka; Sayyidul Aulia Alamsyah; Muhaji,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGEMBANGAN TRAINING KIT SOLAR CELL ON GRID  SYSTEM DENGAN PENDEKATAN PROJECT-BASED LEARNING UNTUK PENINGKATAN KOMPETENSI MAHASISWA TEKNIK ELEKTRO,Subuh Isnur Haryudo,PENELITIAN DASAR FT ( PENELITIAN DASAR FT ),Farid Baskoro; Miftahur Rohman; Unit Three Kartini,2023,Rp. 15.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGEMBANGAN MODEL DECOMPOSITION LONG SORT TERM MEMORY UNTUK PREDIKSI SOLAR IRRADIANCE GUNA MENINGKATKAN ECONOMIC VALUE ADDED SKALA RUMAH TANGGA DENGAN PEMBANGKIT PHOTOVOLTAIC ON GRID,Unit Three Kartini,KOMPETITIF UNIVERSITAS ( 2023 PENELITIAN KOMPETITIF (LPPM) ),Sayyidul Aulia Alamsyah; Priyo Heru Adiwibowo; Hariyati,2023,Rp. 25.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGEMBANGAN GRAND DESIGN SEKOLAH PASCASARJANA UNIVERSITAS NEGERI SURABAYA YANG PROSPEKTIF,Bambang Yulianto,PENUGASAN UNIVERSITAS ( 2023 PENELITIAN PENUGASAN BATCH 1 ),Harmanto; Fajar Arianto; Suparji; Unit Three Kartini,2023,Rp. 100.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGARUH SPMI TERHADAP KINERJA AKADEMIK DI SEKOLAH PASCASARJANA,Fajar Arianto,PENELITIAN PENUGASAN SPS ( 2023 PENELITIAN SPS ),Dian Anita Nuswantara; Unit Three Kartini; Rina Harimurti; Afifan Yulfadinata,2023,Rp. 20.000.000,Approved,INTERNAL SOURCE
6010049,Unit Three Kartini,PENGEMBANGAN MODEL HYBRID KONVOLUSI DNN (C-DEEP NEURAL NETWORK) UNTUK PENGUKURAN PROBABILITAS KEPADATAN INTENSITAS RADIASI MATAHARI PADA SOLAR CELL UNTUK MENINGKATKAN ECONOMIC VALUE ADDED,Unit Three Kartini,PENELITIAN KOMPETITIF LPPM ( PENELITIAN DASAR (LPPM) ),Hariyati,2022,Rp. 30.000.000,Approved,INTERNAL SOURCE
6845365,Yandhika Surya Akbar Gumilang,SMART PORTABLE COUNTER SEBAGAI SISTEM OTOMATIS PENGHITUNGAN INVENTORY PADA GUDANG GULA BERBASIS RASBERRY PI,Resi Dwi Jayanti Kartika Sari,PENELITIAN INTERNAL ( PENELITIAN INTERNAL ),Yandhika Surya Akbar Gumilang,2023,Rp. 5.000.000,Approved,INTERNAL SOURCE
