Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,Scraped_By_Pipeline
Elly Matul Imah,tzjThtIAAAAJ,"Study comparison backpropogation, support vector machine, and extreme learning machine for bioinformatics data",2015.0,"Journal of Computer Science and Information 8 (1), 53-59, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:ufrVoPGSRksC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Elly Matul Imah","N40Vh64AAAAJ,tzjThtIAAAAJ","Study comparison of svm-, k-nn-and backpropagation-based classifier for image retrieval",2015.0,"Jurnal Ilmu Komputer dan Informasi 8 (1), 11-18, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:_FxGoFyzp5QC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Nurhayati","N40Vh64AAAAJ,AYI1rosAAAAJ",Study of Construction Techniques Applied to the Vivaldi Antipodal Antenna,2024.0,"Journal of Intelligent System and Telecommunication 1 (1), 73-83, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&citation_for_view=AYI1rosAAAAJ:oursBaop5wYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto","N40Vh64AAAAJ,6RBIukkAAAAJ",Study of The Needs of The World of Work Industry For Graduates of Health Vocational High Schools,2025.0,"International Journal of Current Educational Research 4 (1), 14-24, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=100&pagesize=100&citation_for_view=6RBIukkAAAAJ:5qfkUJPXOUwC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Fajar Arianto","N40Vh64AAAAJ,MZCJPuIAAAAJ",Study on neutronic of very small Pb-Bi cooled no-onsite refueling nuclear power reactor (VSPINNOR),2014.0,"AIP Conference Proceedings 1615 (1), 75-79, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&cstart=100&pagesize=100&citation_for_view=MZCJPuIAAAAJ:3s1wT3WcHBgC,,,,,,
"Heri Purnawan, Riskyana Dewi Intan P","5uDKOUMAAAAJ,DiBTIz4AAAAJ",Study on the Problems of Particle Dynamics and Rigid Bodies (Mechnical Engineering Field) and Electrical Circuits (Electrical Engineering),2022.0,"Proceeding International Conference on Environment Health, Socioeconomic and …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5uDKOUMAAAAJ&pagesize=100&citation_for_view=5uDKOUMAAAAJ:_FxGoFyzp5QC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P","N40Vh64AAAAJ,DiBTIz4AAAAJ",Subject-based lesson study supporting Merdeka Curriculum enactment: Findings from Malang City science teachers,2024.0,"Journal of Community Service and Empowerment 5 (1), 205-215, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&pagesize=100&citation_for_view=rnlvOfEAAAAJ:VL0QpB8kHFEC,,,,,,
"H Umi, A Ronggo",,"Sugiarto, 2016, Penggunaan Metode Black Box Pada Pengujian Sistem Informasi Surat Keluar Masuk",,"Jurnal SCAN 11 (2), 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fkxhjZ4AAAAJ&pagesize=100&citation_for_view=fkxhjZ4AAAAJ:nb7KW1ujOQ8C,,,,,,
"Ronggo Alit, Raden Roro Hapsari Peni Agustin T, Lilik Anifah","fkxhjZ4AAAAJ,N40Vh64AAAAJ,6MXDzBQAAAAJ","Sugiarto.(2016). Penggunaan Metode Black Box Pada Pengujian Sistem Informasi Surat Keluar Masuk. SCAN-Jurnal Teknologi Informasi Dan Komunikasi, 11 (2), 33–40",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fkxhjZ4AAAAJ&pagesize=100&citation_for_view=fkxhjZ4AAAAJ:SeFeTyx0c_EC,,,,,,
Bachtiar Syaiful Bachri,ZhJ08JkAAAAJ,Sumber Belajar Penunjang PLPG 2017 Materi Pedagogik Guru Kelas PAUD/TK,2017.0,"Kementerian Pendidikan dan Kebudayaan Republik Indonesia, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZhJ08JkAAAAJ&cstart=100&pagesize=100&citation_for_view=ZhJ08JkAAAAJ:aqlVkmm33-oC,,,,,,
Hasanuddin Al-Habib,AX-w0AEAAAAJ,Super Resolusi Objek Berbasis Citra Tracking Menggunakan Metode Phased Based Image Matching Dan Metode Proyeksi Pada Himpunan Convex,2015.0,"Institut Teknologi Sepuluh Nopember, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AX-w0AEAAAAJ&pagesize=100&citation_for_view=AX-w0AEAAAAJ:2osOgNQ5qMEC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto","N40Vh64AAAAJ,6RBIukkAAAAJ",Superior School Management Based on Soft Skills,2021.0,"Review of International Geographical Education Online 11 (9), 1889-1893, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=200&pagesize=100&citation_for_view=6RBIukkAAAAJ:XiSMed-E-HIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,DiBTIz4AAAAJ",Supervisi Kepala Sekolah: Sebuah Telaah Nilai-Nilai Keislaman dalam Permendiknas Nomor 12 Tahun 2007 Tentang Standar Pengawas Sekolah/Madrasah,2022.0,"NUR EL-ISLAM: Jurnal Pendidikan dan Sosial Keagamaan 9 (1), 42-61, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&pagesize=100&citation_for_view=6RBIukkAAAAJ:08ZZubdj9fEC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Mustaji","N40Vh64AAAAJ,DiBTIz4AAAAJ,zDgqPOsAAAAJ","Surabaya, 9 May 2015",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=200&pagesize=100&citation_for_view=zDgqPOsAAAAJ:z_wVstp3MssC,,,,,,
"Siska Puspitaningsih, Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P","jJBtZPgAAAAJ,N40Vh64AAAAJ,DiBTIz4AAAAJ",SURAT PENCATATAN CIPTAAN PointAR Nusantara,2024.0,"Direktorat Jenderal Kekayaan Intelektual (DJKI), 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&citation_for_view=jJBtZPgAAAAJ:ufrVoPGSRksC,,,,,,
Lilik Anifah,6MXDzBQAAAAJ,surface detection for quadruped robot using yolo-v3 tiny,2024.0,"Journal of Intelligent System and Telecommunication 1 (1), 13-24, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6MXDzBQAAAAJ&pagesize=100&citation_for_view=6MXDzBQAAAAJ:5awf1xo2G04C,,,,,,
HL Malasan,,"Survei Situs Pembangunan Observatorium Astronomi Lampung Di Tahura War, Gunung Betung",2018.0,"PROSIDING SEMINAR NASIONAL FISIKA (E-JOURNAL) SNF2018 UNJ, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NO8mJucAAAAJ&pagesize=100&citation_for_view=NO8mJucAAAAJ:Se3iqnhoufwC,,,,,,
"I Gde Agung Sri Sidhimantra, Raden Roro Hapsari Peni Agustin T, Dodik Arwin Dermawan","TAAC1-AAAAAJ,N40Vh64AAAAJ,Thp8jg0AAAAJ",Sustainable Aquaculture of Penaeus Monodon: IoT-Enhanced Automated Aeration System with Mobile Monitoring and Solar Panel Integration,2024.0,"Proceeding of International Joint Conference on UNESA 2 (1), 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=w7ApwNAAAAAJ&pagesize=100&citation_for_view=w7ApwNAAAAAJ:8k81kl-MbHgC,,,,,,
"Dimas Novian Aditia Syahputra, Ricky Eka Putra, Ibnu Febry Kurniawan, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Ari Kurniawan, Muhammad Febrilian Dwi Syahputra, Andi Iwan Nurhidayat, Cendra Devayana Putra","-tpBKawAAAAJ,cPj-iOIAAAAJ,BIrtbD8AAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,JsEkeOsAAAAJ,2lw6P3IAAAAJ,t5f89iIAAAAJ,XdEn69YAAAAJ",Sustainable Vocational Innovation in E-Government: Development of a Sentiment Analysis For Evaluating SIREKAP Mobile Performance Using Naive Bayes,2023.0,"Proceeding of International Joint Conference on UNESA 1 (1), 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pb3-UjwAAAAJ&pagesize=100&citation_for_view=pb3-UjwAAAAJ:ufrVoPGSRksC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Aries Dwi Indriyanti","N40Vh64AAAAJ,Jzuk6doAAAAJ",Susu Kedelai: Teknologi Pembuatan dan Prospek Usahanya,2024.0,"Mitra Edukasi dan Publikasi, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&citation_for_view=WdhKN0sAAAAJ:rmuvC79q63oC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,Symbolic violence of cigarette Sales Promotion Girl (SPG) in Surabaya City Kekerasan simbolik Sales Promotion Girl rokok di Kota Surabaya,2023.0,"Jurnal Sosiologi Dialektika Vol 18 (2), 136-148, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:u5HHmVD_uO8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, I Gusti Putu Asto Buditjahjanto","N40Vh64AAAAJ,yObeL8gAAAAJ",Syndrome Differentiation in,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&citation_for_view=yObeL8gAAAAJ:tOudhMTPpwUC,,,,,,
"Tri Wrahatnolo, Raden Roro Hapsari Peni Agustin T, Lilik Anifah","L6O1lvkAAAAJ,N40Vh64AAAAJ,6MXDzBQAAAAJ",Systematic Literature Review (SLR) on the Effect of Animation Skill Competence on Employability,2024.0,"Proceeding of International Joint Conference on UNESA 1 (2), 22-22, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6MXDzBQAAAAJ&cstart=100&pagesize=100&citation_for_view=6MXDzBQAAAAJ:1qzjygNMrQYC,,,,,,
"Riza Akhsani Setyo Prayoga, Riskyana Dewi Intan P, Muhammad Sonhaji Akbar, Rizky Basatha, Raden Roro Hapsari Peni Agustin T","34CwHgkAAAAJ,DiBTIz4AAAAJ,cY1QGVEAAAAJ,FZ00CQ8AAAAJ,N40Vh64AAAAJ",Systematic Literature Review on the Implementation of Game-Based Learning Management Systems through ClassDojo in Indonesian Education: A Focus on Parental Involvement and …,2025.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:iH-uZ7U-co4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Fajar Arianto, Nurul Laili, Elly Matul Imah","N40Vh64AAAAJ,MZCJPuIAAAAJ,pCyzpjgAAAAJ,tzjThtIAAAAJ",Systematic Literature Review: Problem-Based Learning dalam Praktikum Kelistrikan terhadap Kemampuan Berpikir Kritis Siswa SMK,2025.0,"JIIP-Jurnal Ilmiah Ilmu Pendidikan 8 (8), 9361-9366, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&pagesize=100&citation_for_view=MZCJPuIAAAAJ:WZBGuue-350C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dodik Arwin Dermawan, Riskyana Dewi Intan P","N40Vh64AAAAJ,Thp8jg0AAAAJ,DiBTIz4AAAAJ",Systematic Literature Review: Strengthening Teacher Competence through Creative Project-Based STEAM Implementation in Physics Learning,2025.0,"Studies in Philosophy of Science and Education 6 (3), 203-212, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&pagesize=100&citation_for_view=Thp8jg0AAAAJ:5ugPr518TE4C,,,,,,
Riska Dhenabayu,1xVR-fgAAAAJ,Systematic Review on Breast Cancer Classification Using Random Forest and Extreme Learning Machine: Cost Sensitivity and Computational Complexity Perspectives,2025.0,"Journal of Digital Business and Innovation Management 4 (2), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRCJXO0AAAAJ&pagesize=100&citation_for_view=ZRCJXO0AAAAJ:ULOm3_A8WrAC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dwi Fatrianto Suyatno","N40Vh64AAAAJ,OffRzhoAAAAJ",TA: Otomasi Perkantoran Dalam Mendukung Tertib Anggaran Perjalanan Dinas di Perum Perhutani Unit II Surabaya,2004.0,"Stikom Surabaya, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=OffRzhoAAAAJ&pagesize=100&citation_for_view=OffRzhoAAAAJ:u5HHmVD_uO8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Andi Mariono, Farhanna Mari, Mustaji","N40Vh64AAAAJ,Iq3gzh4AAAAJ,LeRoniwAAAAJ,zDgqPOsAAAAJ",TABLE SETTING IN THE INDONESIAN NAVY: FACILITATING LEARNING WITH VIDEOS,2018.0,"IJER-INDONESIAN JOURNAL OF EDUCATIONAL REVIEW 5 (1), 191-194, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=200&pagesize=100&citation_for_view=zDgqPOsAAAAJ:evX43VCCuoAC,,,,,,
"I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P, Lilik Anifah, Tri Wrahatnolo, Raden Roro Hapsari Peni Agustin T","yObeL8gAAAAJ,DiBTIz4AAAAJ,6MXDzBQAAAAJ,L6O1lvkAAAAJ,N40Vh64AAAAJ",Tackling the Future: Optimizing TVET Students of Employability Skills Through Self-Regulated Learning and Self-Efficacy,2024.0,"Ekuitas: Jurnal Pendidikan Ekonomi 12 (1), 1-12, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=p1pK7E4AAAAJ&pagesize=100&citation_for_view=p1pK7E4AAAAJ:EYYDruWGBe4C,,,,,,
"Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Fajar Arianto, Cendra Devayana Putra","cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,MZCJPuIAAAAJ,XdEn69YAAAAJ",Tantangan Filsafat Pendidikan di Tengah Distraksi Digital,2025.0,"Jurnal Mahasiswa Teknologi Pendidikan 14 (15), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&cstart=100&pagesize=100&citation_for_view=MZCJPuIAAAAJ:Ug5p-4gJ2f0C,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,Task-Technology Fit Evaluation for Telemedicine: A Systematic Review,2024.0,"2024 IEEE 6th Eurasia Conference on Biomedical Engineering, Healthcare and …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ctFzAYAAAAAJ&pagesize=100&citation_for_view=ctFzAYAAAAAJ:QIV2ME_5wuYC,,,,,,
"Ronggo Alit, Raden Roro Hapsari Peni Agustin T","fkxhjZ4AAAAJ,N40Vh64AAAAJ",TATA KELOLA TEKNOLOGI INFORMASI PADA DOMAIN PO (PLAN AND ORGANIZE) MENGGUNAKAN FRAMEWORK COBIT 4.1 (STUDI KASUS DI RENTAL MOBIL PT. INDO BISMAR),2016.0,"Jurnal Sistem Informasi dan Bisnis Cerdas 9 (1), 35-40, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fkxhjZ4AAAAJ&pagesize=100&citation_for_view=fkxhjZ4AAAAJ:kNdYIx-mwKoC,,,,,,
Lilik Anifah,6MXDzBQAAAAJ,Teacher perception of national TVET standard at vocational high school in Indonesia,2018.0,"International Conference on Indonesian Technical Vocational Education and …, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6MXDzBQAAAAJ&pagesize=100&citation_for_view=6MXDzBQAAAAJ:4DMP91E08xMC,,,,,,
"Erik Rahman, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Anggraeni Widya Purwita, Ersha Aisyah Elfaiz, Muhammad Fajar Wahyudi Rahman","ZjPpHWsAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,jPKU5cAAAAAJ,Yw9l51IAAAAJ,dfwr-2YAAAAJ","Teachers and Technology Acceptance: The Role of Digital Literacy, Technology Anxiety, and Cognitive Perceptions in Prediction Behavioral Intention",2025.0,"2025 9th International Conference on Information Technology, Information …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jPKU5cAAAAAJ&pagesize=100&citation_for_view=jPKU5cAAAAAJ:eQOLeE2rZwMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Tri Rijanto","N40Vh64AAAAJ,DiBTIz4AAAAJ,z7RWDi0AAAAJ",Teachers' perception of gender on gender-responsive learning in the vocational school of tourism,2022.0,"International Journal for Educational and Vocational Studies 4 (1), 11-18, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&pagesize=100&citation_for_view=z7RWDi0AAAAJ:mvPsJ3kp5DgC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Siti Masitoh","N40Vh64AAAAJ,AjvtBWIAAAAJ",Teacher’s Techniques in Teaching English toward Students in Inclusive Class at SMP Taman Siswa Curup,2021.0,"IAIN Curup, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:5Ul4iDaHHb8C,,,,,,
Arif Widodo,RES4QIQAAAAJ,Teaching Arabic Using Virtual Reality Through the Millealab Platform,2025.0,"Kilmatuna: Journal Of Arabic Education 5 (2), 204-215, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RES4QIQAAAAJ&pagesize=100&citation_for_view=RES4QIQAAAAJ:5awf1xo2G04C,,,,,,
"I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P, Lilik Anifah, Farid Baskoro, Raden Roro Hapsari Peni Agustin T, Miftahur Rohman","yObeL8gAAAAJ,DiBTIz4AAAAJ,6MXDzBQAAAAJ,Tp_X_bYAAAAJ,N40Vh64AAAAJ,TB0QfMoAAAAJ",Teaching factory management in the edutel sector at SMK Negeri 1 Surabaya,2022.0,"Proceeding Series of International Conference on Arts and Humanities 2, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=j8HRV1wAAAAJ&pagesize=100&citation_for_view=j8HRV1wAAAAJ:EkHepimYqZsC,,,,,,
Arif Widodo,RES4QIQAAAAJ,TEACHING MAHARAH ISTIMA’THROUGH THE SANTRI CHARACTER APPROACH AT PESANTREN SUNAN DRAJAT,2026.0,"Interdisciplinary Journal of Global and Multidisciplinary 2 (1), 673-685, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RES4QIQAAAAJ&pagesize=100&citation_for_view=RES4QIQAAAAJ:N5tVd3kTz84C,,,,,,
"Andi Mariono, Riskyana Dewi Intan P, Farhanna Mari","Iq3gzh4AAAAJ,DiBTIz4AAAAJ,LeRoniwAAAAJ",TEACHING MATERIALS BASED ON SINAU DIGITAL UNESA: CAN IT IMPROVE STUDENTS'SWIMMING KNOWLEDGE?,2025.0,"SRIWIJAYA JOURNAL OF SPORT Учредители: Universitas Sriwijaya (Relawan) 4 (2 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Iq3gzh4AAAAJ&cstart=100&pagesize=100&citation_for_view=Iq3gzh4AAAAJ:9Nmd_mFXekcC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Siti Masitoh","N40Vh64AAAAJ,Tz8EfXcAAAAJ,AjvtBWIAAAAJ",Teaching Science to University Students with Visual Impairment,2019.0,"3rd International Conference on Education Innovation (ICEI 2019), 4-6, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:r0BpntZqJG4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Mustaji","N40Vh64AAAAJ,DiBTIz4AAAAJ,zDgqPOsAAAAJ",Team Based Blended Learning Untuk Membelajarkan Keterampilan Abad 21,2025.0,"Uwais Inspirasi Indonesia, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=100&pagesize=100&citation_for_view=zDgqPOsAAAAJ:Ak0FvsSvgGUC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Muhammad Fachmi, Riskyana Dewi Intan P","N40Vh64AAAAJ,5nAJx9wAAAAJ,DiBTIz4AAAAJ","Teamwork is an Intervening Variable, The Quality of Agricultural Extension Agents on Farmer Productivity, from A Human Capital Perspective",2021.0,"Review of International Geographical Education Online 11 (4), 1389-1397, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5nAJx9wAAAAJ&pagesize=100&citation_for_view=5nAJx9wAAAAJ:_kc_bZDykSQC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Bambang Sujatmiko","N40Vh64AAAAJ,qtFw9UMAAAAJ",Technical performance analyses of volleyball players using volleyball information system,2020.0,"Malaysian Journal of Movement, Health & Exercise 9 (2), 101-112, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=qtFw9UMAAAAJ&pagesize=100&citation_for_view=qtFw9UMAAAAJ:blknAaTinKkC,,,,,,
"Erik Rahman, Muhammad Fajar Wahyudi Rahman","ZjPpHWsAAAAJ,dfwr-2YAAAAJ",Techno-sociopreneurship tourism industry: model pengelolaan daerah tertinggal menuju daerah maju dan berdaya saing,2021.0,"Nomicpedia: Journal of Economics and Business Innovation 1 (1), 27-34, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dfwr-2YAAAAJ&pagesize=100&citation_for_view=dfwr-2YAAAAJ:YsMSGLbcyi4C,,,,,,
"Ardhini Warih Utami, Raden Roro Hapsari Peni Agustin T, Dwi Fatrianto Suyatno","ZBAnb64AAAAJ,N40Vh64AAAAJ,OffRzhoAAAAJ","Technology Acceptance Model Untuk Analisis penerimaan Pengguna Manajemen Pembelajaran Berbasis Online"" Google Classroom"" Pada Masa Pandemi Covid-19",2022.0,"JIEET (Journal of Information Engineering and Educational Technology) 6 (1 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=OffRzhoAAAAJ&pagesize=100&citation_for_view=OffRzhoAAAAJ:aqlVkmm33-oC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Siti Masitoh","N40Vh64AAAAJ,AjvtBWIAAAAJ",Technology As A Product Of Science Based On Philosophy,2022.0,"FALASIFA: Jurnal Studi Keislaman 13 (2), 105-112, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:nb7KW1ujOQ8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Rahadian Bisma","N40Vh64AAAAJ,DiBTIz4AAAAJ,eEtHoOAAAAAJ",Technology Compatibility Factors in the Implementation of the Ovo Digital Payment Application,2020.0,"International Joint Conference on Science and Engineering (IJCSE 2020), 146-151, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=eEtHoOAAAAAJ&pagesize=100&citation_for_view=eEtHoOAAAAAJ:_FxGoFyzp5QC,,,,,,
Ramadhan Cakra Wibawa,Em3aIV0AAAAJ,"Technology, And Electrical Engineering (Icomitee 2019)",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&citation_for_view=Em3aIV0AAAAJ:WF5omc3nYNoC,Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.,"Keywords, Search_All:All Metadata, Search_All_Text:Full Text & Metadata, fullText:Full Text Only, acpFilter:ACP Filter, TypeAheadTerms:Type Ahead Terms, ContentType:Content Type, Author:Author, Affiliation:Affiliation, Topic:Topic, PublicationTitle:Publication Title, PublicationYear:Year, Publisher:Publisher, ConferenceCountry:Conference Country, ConferenceLocation:Conference Location, StandardStatus:Standard Status, ConferenceYear:Conference Year, PublicationPackage:Subscribed Content, StandardPackage:Standard Package, ReadingRoom:Reading Room, StandardTitle:Standard Title, StdDictionaryTerms:Standards Dictionary Terms, TitleRange:Publication Range, StandardRange:Standard Range, RecordType:Record Type, MediaType:Media Type, BookType:Book Type, CourseType:Course Type, PublicationStandardRange:Publication Standard Range, PerpetualYear:Perpetual Year, OpacTitleRange:Opac Title Range, BookSeries:Book Series, SubjectCategory:Subject Category, Sessions:Sessions, TypeAheadPublication:Type Ahead Publication, SubTopic:Sub Topic, CourseDuration:Course Duration, CourseLevel:Course Level, StandardType:Standard Type, StandardSubtype:Standard SubType, StandardModifier:Standard Modifier, IcsTerms1:Ics Terms 1, IcsTerms2:Ics Terms 2, IcsTerms3:Ics Terms 3, SupplementalItem:Supplemental Items, CourseDuration:Course Duration, SpecialSection:Topics, SocietySection:Society Sections, PublicationTopics:Publication Topics, Keywords:Keywords, ImageType:Image Type'",Artikel,,,True
"Erik Rahman, Achmad Kautsar, Hafid Kholidi Hadi, Hujjatullah Fazlurrahman, Dhiyan Septa Wihara, Raden Roro Hapsari Peni Agustin T, Muhammad Fajar Wahyudi Rahman","ZjPpHWsAAAAJ,bTjH6IgAAAAJ,W7ncZRgAAAAJ,4Yhmpg0AAAAJ,n7ykK-IAAAAJ,N40Vh64AAAAJ,dfwr-2YAAAAJ",Technopreneurship and Presentation Skills as Dual Drivers of Digital Competency in Secondary Education,2025.0,"International Conference on Digital Business Innovation and Technology …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bTjH6IgAAAAJ&pagesize=100&citation_for_view=bTjH6IgAAAAJ:vRqMK49ujn8C,,,,,,
"Naim Rochmawati, Raden Roro Hapsari Peni Agustin T, Harun Al Rosyid","8wFXNjYAAAAJ,N40Vh64AAAAJ,yXy6kW0AAAAJ",Teknik Bagging Pada Algoritma Klasifikasi Decision Tree dan SVM Untuk Klasifikasi SMS Berbahasa Indonesia,2023.0,"Journal of Informatics and Computer Science (JINACS) 5 (02), 265-271, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&citation_for_view=8wFXNjYAAAAJ:J_g5lzvAfSwC,,,,,,
Miftahur Rohman,TB0QfMoAAAAJ,Teknik Kompresi Citra Menggunakan Metode Vektor Kuantisasi Berbasis Fuzzy C-Means,2013.0,"Surabaya: Seminar Nasional Informatika (SANTIKA) UPN JATIM 2013, http …, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TB0QfMoAAAAJ&pagesize=100&citation_for_view=TB0QfMoAAAAJ:u5HHmVD_uO8C,,,,,,
